taxon_name,level,novelty_factor,taxid,lineage,lineage_taxids
Pseudomaricurvus,genus,0.6,1458243,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Pseudomaricurvus,131567;2;3379134;1224;1236;1706369;1706371;1458243
Mangrovibacter,genus,0.6,451512,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Mangrovibacter,131567;2;3379134;1224;1236;91347;543;451512
Mizugakiibacter,genus,2.0,1544982,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Mizugakiibacter,131567;2;3379134;1224;1236;135614;1775411;1544982
Sulfurisphaera,genus,1.333,69655,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfurisphaera,131567;2157;1783275;28889;183924;2281;118883;69655
Cecembia,genus,1.25,1187078,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cecembia,131567;2;3379134;1783270;68336;976;768503;768507;563798;1187078
Chryseomicrobium,genus,2.2,889388,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Chryseomicrobium,131567;2;1783272;1239;91061;1385;186818;889388
Halothermothrix,genus,1.0,32636,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halothermotrichaceae;Halothermothrix,131567;2;1783272;1239;186801;53433;3046412;32636
Chromatium,genus,3.0,1047,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Chromatium,131567;2;3379134;1224;1236;135613;1046;1047
Roseospira,genus,0.6,86671,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospira,131567;2;3379134;1224;28211;204441;41295;86671
Thermogladius,genus,7.0,477695,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Thermogladius,131567;2157;1783275;28889;183924;114380;2272;477695
Tropicibacter,genus,1.833,599653,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Tropicibacter,131567;2;3379134;1224;28211;204455;2854170;599653
Aestuariicella,genus,2.2,1458243,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Pseudomaricurvus,131567;2;3379134;1224;1236;1706369;1706371;1458243
Variibacter,genus,1.0,1649510,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Variibacter,131567;2;3379134;1224;28211;356;41294;1649510
Hirschia,genus,7.4,2723,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hirschia,131567;2;3379134;1224;28211;2800060;69657;2723
Rhodocyclus,genus,0.333,1064,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus,131567;2;3379134;1224;28216;206389;75787;1064
Gloeocapsa,genus,1.167,102231,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Chroococcaceae;Gloeocapsa,131567;2;1783272;1798711;1117;3028117;1301283;1118;1890464;102231
Halostella,genus,0.333,1843185,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natronoarchaeaceae;Halostella,131567;2157;3366610;28890;2290931;183963;2235;2976354;1843185
Luteimicrobium,genus,0.4,754249,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcales incertae sedis;Luteimicrobium,131567;2;1783272;201174;1760;85006;577468;754249
Solitalea,genus,4.857,929509,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea,131567;2;3379134;1783270;68336;976;117747;200666;84566;929509
Acidipila,genus,0.5,1000999,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Acidipila,131567;2;3379134;57723;204432;204433;204434;1000999
Ketogulonicigenium,genus,1.0,92944,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Ketogulonicigenium,131567;2;3379134;1224;28211;204455;2854170;92944
Haloechinothrix,genus,0.2,1425377,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Haloechinothrix,131567;2;1783272;201174;1760;85010;2070;1425377
Sediminibacillus,genus,0.667,482460,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Sediminibacillus,131567;2;1783272;1239;91061;1385;186817;482460
Alysiella,genus,3.0,194195,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Alysiella,131567;2;3379134;1224;28216;206351;481;194195
Allofrancisella,genus,0.667,1869285,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Allofrancisella,131567;2;3379134;1224;1236;72273;34064;1869285
Levilinea,genus,8.0,475965,cellular organisms;Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea,131567;2;1783272;200795;292625;292629;292628;475965
Rhodobium,genus,1.333,869314,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Aphidomorpha;Aphidoidea;Aphididae;Aphidinae;Macrosiphini;Rhodobium,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33342;7524;33373;33380;33385;27482;133076;33386;869314
Geopsychrobacter,genus,3.667,271087,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Geopsychrobacter,131567;2;3379134;200940;3031651;69541;3031659;271087
Agarilytica,genus,1.667,2036021,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Agarilytica,131567;2;3379134;1224;1236;1706369;1706371;2036021
Thiorhodovibrio,genus,1.25,61593,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodovibrio,131567;2;3379134;1224;1236;135613;1046;61593
Asinibacterium,genus,1.25,1612198,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Asinibacterium,131567;2;3379134;1783270;68336;976;1853228;1853229;563835;1612198
Tepidibacter,genus,1.571,214904,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Tepidibacter,131567;2;1783272;1239;186801;3082720;186804;214904
Alteribacillus,genus,0.667,1433300,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Alteribacillus,131567;2;1783272;1239;91061;1385;186817;1433300
Thermanaerothrix,genus,0.5,1077886,cellular organisms;Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix,131567;2;1783272;200795;292625;292629;292628;1077886
Aeropyrum,genus,7.667,56635,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Aeropyrum,131567;2157;1783275;28889;183924;114380;2272;56635
Allochromatium,genus,1.4,85072,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium,131567;2;3379134;1224;1236;135613;1046;85072
Falsirhodobacter,genus,1.714,1434002,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Falsirhodobacter,131567;2;3379134;1224;28211;204455;31989;1434002
Jejuia,genus,1.75,762551,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Jejuia,131567;2;3379134;1783270;68336;976;117743;200644;49546;762551
Homoserinimonas,genus,0.333,1434009,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Homoserinimonas,131567;2;1783272;201174;1760;85006;85023;1434009
Meridianimaribacter,genus,1.0,1197472,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Meridianimaribacter,131567;2;3379134;1783270;68336;976;117743;200644;49546;1197472
Silvimonas,genus,0.333,300264,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Silvimonas,131567;2;3379134;1224;28216;206351;2897177;300264
Aliidongia,genus,6.0,1914229,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Aliidongia,131567;2;3379134;1224;28211;204441;3031144;1914229
Hyalangium,genus,0.4,224455,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Archangiaceae;Hyalangium,131567;2;3379134;2818505;32015;29;80811;39;224455
Alkalimarinus,genus,0.667,1858563,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alkalimarinus,131567;2;3379134;1224;1236;135622;72275;1858563
Caldicoprobacter,genus,25.0,715222,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter,131567;2;1783272;1239;186801;3120405;715221;715222
Enhygromyxa,genus,4.333,215802,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Enhygromyxa,131567;2;3379134;2818505;3031711;3031713;224463;215802
Aquaspirillum,genus,3.25,187,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Aquaspirillaceae;Aquaspirillum,131567;2;3379134;1224;28216;206351;2897176;187
Siccirubricoccus,genus,0.25,2044848,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Siccirubricoccus,131567;2;3379134;1224;28211;3120395;3385906;2044848
Pontivivens,genus,1.25,1844015,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Pontivivens,131567;2;3379134;1224;28211;204455;31989;1844015
Microterricola,genus,0.5,518733,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microterricola,131567;2;1783272;201174;1760;85006;85023;518733
Ornithinicoccus,genus,3.0,82345,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Ornithinicoccus,131567;2;1783272;201174;1760;85006;85021;82345
Stygiolobus,genus,1.0,41674,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Sulfolobales;Sulfolobaceae;Stygiolobus,131567;2157;1783275;28889;183924;2281;118883;41674
Alloiococcus,genus,4.5,1651,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Alloiococcus,131567;2;1783272;1239;91061;186826;186828;1651
Natronoarchaeum,genus,1.6,926359,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natronoarchaeaceae;Natronoarchaeum,131567;2157;3366610;28890;2290931;183963;2235;2976354;926359
Ferroglobus,genus,4.0,54260,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus,131567;2157;3366610;28890;183980;2231;2232;54260
Paeniclostridium,genus,2.667,1849828,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Paeniclostridium,131567;2;1783272;1239;186801;3082720;186804;1849828
Soehngenia,genus,4.25,253255,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Tissierellaceae;Soehngenia,131567;2;1783272;1239;1737404;1737405;1737406;253255
Gracilibacter,genus,8.4,342658,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Gracilibacteraceae;Gracilibacter,131567;2;1783272;1239;186801;186802;541019;342658
Dasania,genus,2.0,503005,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Dasania,131567;2;3379134;1224;1236;1706369;1706375;503005
Rhodonellum,genus,0.333,336827,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Rhodonellum,131567;2;3379134;1783270;68336;976;768503;768507;89373;336827
Pleionea,genus,0.2,1502941,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Pleioneaceae;Pleionea,131567;2;3379134;1224;1236;135619;2823145;1502941
Neomicrococcus,genus,0.333,1868332,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Neomicrococcus,131567;2;1783272;201174;1760;85006;1268;1868332
Pacificimonas,genus,0.25,1960290,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae;Pacificimonas,131567;2;3379134;1224;28211;204457;2820280;1960290
Caedibacter,genus,4.0,28905,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Fastidiosibacteraceae;Caedibacter,131567;2;3379134;1224;1236;72273;2056687;28905
Desertifilum,genus,0.167,1185872,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Desertifilales;Desertifilaceae;Desertifilum,131567;2;1783272;1798711;1117;3028117;3039989;1969992;1185872
Chitiniphilus,genus,0.333,585890,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Chitiniphilus,131567;2;3379134;1224;28216;206351;2897177;585890
Alkalibaculum,genus,0.5,696745,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibaculum,131567;2;1783272;1239;186801;186802;186806;696745
Pseudoscardovia,genus,1.0,1302778,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Pseudoscardovia,131567;2;1783272;201174;1760;85004;31953;1302778
Eggerthia,genus,2.0,1279384,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Eggerthia,131567;2;1783272;1239;526524;526525;2810280;1279384
Budvicia,genus,0.667,82978,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Budviciaceae;Budvicia,131567;2;3379134;1224;1236;91347;1903416;82978
Calditerrivibrio,genus,6.0,545865,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Calditerrivibrionaceae;Calditerrivibrio,131567;2;3379134;200930;68337;191393;2945021;545865
Thiovulum,genus,2.4,936,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurimonadaceae;Thiovulum,131567;2;3379134;29547;3031852;213849;2771471;936
Flexistipes,genus,2.0,2351,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Flexistipitaceae;Flexistipes,131567;2;3379134;200930;68337;191393;2945022;2351
Hoyosella,genus,0.5,697025,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Hoyosellaceae;Hoyosella,131567;2;1783272;201174;1760;85007;3040680;697025
Motilimonas,genus,0.833,1914248,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadales genera incertae sedis;Motilimonas,131567;2;3379134;1224;1236;135622;256005;1914248
Hormoscilla,genus,0.333,881023,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Gomontiellales;Gomontiellaceae;Hormoscilla,131567;2;1783272;1798711;1117;3028117;3079757;1892255;881023
Seleniivibrio,genus,1.0,1649493,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Geovibrionaceae;Seleniivibrio,131567;2;3379134;200930;68337;191393;2945019;1649493
Desulfoplanes,genus,6.5,1634037,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfoplanaceae;Desulfoplanes,131567;2;3379134;200940;3031449;213115;3031458;1634037
Murdochiella,genus,2.25,1161127,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Murdochiella,131567;2;1783272;1239;1737404;1737405;1570339;1161127
Pragia,genus,2.0,82984,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Budviciaceae;Pragia,131567;2;3379134;1224;1236;91347;1903416;82984
Chishuiella,genus,2.5,1572663,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chishuiella,131567;2;3379134;1783270;68336;976;117743;200644;2762318;1572663
Parahaliea,genus,6.0,1857932,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae;Parahaliea,131567;2;3379134;1224;1236;1706369;1706372;1857932
Chromatocurvus,genus,2.0,1132027,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae;Chromatocurvus,131567;2;3379134;1224;1236;1706369;1706372;1132027
Zavarzinella,genus,2.5,600332,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Zavarzinella,131567;2;3379134;1783257;203682;203683;2691355;1914233;600332
Prochlorothrix,genus,2.333,1222,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Prochlorotrichales;Prochlorotrichaceae;Prochlorothrix,131567;2;1783272;1798711;1117;3028117;3079745;2303730;1222
Granulicoccus,genus,1.0,448176,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Granulicoccus,131567;2;1783272;201174;1760;85009;31957;448176
Sporanaerobacter,genus,3.0,165812,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Sporanaerobacteraceae;Sporanaerobacter,131567;2;1783272;1239;1737404;1737405;2992718;165812
Verticiella,genus,4.0,1835332,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Verticiella,131567;2;3379134;1224;28216;80840;506;1835332
Larsenimonas,genus,0.333,1775121,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Larsenimonas,131567;2;3379134;1224;1236;135619;28256;1775121
Gorillibacterium,genus,0.5,1689250,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Gorillibacterium,131567;2;1783272;1239;91061;1385;186822;1689250
Pseudarcicella,genus,11.667,1664383,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flectobacillaceae;Pseudarcicella,131567;2;3379134;1783270;68336;976;768503;768507;3141701;1664383
Robertkochia,genus,1.25,1649489,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Robertkochia,131567;2;3379134;1783270;68336;976;117743;200644;49546;1649489
Phytoactinopolyspora,genus,0.833,1783488,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Jiangellales;Jiangellaceae;Phytoactinopolyspora,131567;2;1783272;201174;1760;1217098;1217100;1783488
Rhizorhapis,genus,7.0,1649487,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis,131567;2;3379134;1224;28211;204457;41297;1649487
Sporichthya,genus,5.667,35750,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Sporichthyales;Sporichthyaceae;Sporichthya,131567;2;1783272;201174;1760;2495578;85033;35750
Thalassomonas,genus,1.667,137583,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassomonas,131567;2;3379134;1224;1236;135622;267889;137583
Kistimonas,genus,2.0,1036132,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Kistimonas,131567;2;3379134;1224;1236;135619;2066474;1036132
Algicola,genus,3.0,296014,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Algicola,131567;2;3379134;1224;1236;135622;267888;296014
Vulgatibacter,genus,15.0,1524214,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Vulgatibacteraceae;Vulgatibacter,131567;2;3379134;2818505;32015;29;80811;1524213;1524214
Dichelobacter,genus,1.0,869,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Dichelobacter,131567;2;3379134;1224;1236;135615;868;869
Timonella,genus,5.0,1465824,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcales incertae sedis;Timonella,131567;2;1783272;201174;1760;85006;577468;1465824
Gemmatirosa,genus,9.0,1706036,cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa,131567;2;3379134;1783270;142182;219685;219686;219687;1706036
Salinimonas,genus,3.0,288793,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas/Salinimonas group;Salinimonas,131567;2;3379134;1224;1236;135622;72275;2903219;288793
Soonwooa,genus,1.5,944321,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Soonwooa,131567;2;3379134;1783270;68336;976;117743;200644;2762318;2782232;944321
Rugosimonospora,genus,1.0,1198243,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Rugosimonospora,131567;2;1783272;201174;1760;85008;28056;1198243
Kozakia,genus,3.0,153497,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Kozakia,131567;2;3379134;1224;28211;3120395;433;153497
Haloprofundus,genus,0.167,1911573,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Haloprofundus,131567;2157;3366610;28890;2290931;183963;2235;1644056;1911573
Geothermobacter,genus,10.667,213223,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Geothermobacteraceae;Geothermobacter,131567;2;3379134;200940;3031651;69541;3031664;213223
Stigmatella,genus,1.5,40,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Archangiaceae;Stigmatella,131567;2;3379134;2818505;32015;29;80811;39;40
Ammoniphilus,genus,1.0,66862,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus group;Ammoniphilus,131567;2;1783272;1239;91061;1385;186822;85151;66862
Flavimaricola,genus,5.0,2211637,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Flavimaricola,131567;2;3379134;1224;28211;204455;31989;2211637
Paraferrimonas,genus,0.333,375673,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Paraferrimonas,131567;2;3379134;1224;1236;135622;267892;375673
Papillibacter,genus,20.0,100175,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Papillibacter,131567;2;1783272;1239;186801;186802;216572;100175
Pseudopedobacter,genus,3.667,1649482,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pseudopedobacter,131567;2;3379134;1783270;68336;976;117747;200666;84566;1649482
Orbus,genus,1.2,743714,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Orbales;Orbaceae;Orbus,131567;2;3379134;1224;1236;1240482;1240483;743714
Proteiniborus,genus,2.25,415014,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Proteiniborus,131567;2;1783272;1239;186801;186802;538999;415014
Flavimobilis,genus,0.25,2756312,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Jonesiaceae;Flavimobilis,131567;2;1783272;201174;1760;85006;85022;2756312
Bowdeniella,genus,1.5,2767322,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Bowdeniella,131567;2;1783272;201174;1760;2037;2049;2767322
Halostagnicola,genus,0.667,353799,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Halostagnicola,131567;2157;3366610;28890;2290931;183963;2235;1644061;353799
Fodinicurvata,genus,0.75,1121829,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodovibrionaceae;Fodinicurvata,131567;2;3379134;1224;28211;204441;2844403;1121829
Salisediminibacterium,genus,0.333,1434042,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Salisediminibacterium,131567;2;1783272;1239;91061;1385;186817;1434042
Hyphococcus,genus,0.75,2038635,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Hyphococcus,131567;2;3379134;1224;28211;255473;255474;2038635
